sample_id,source,raw_text,clean_text,token_count,char_count,sentiment_label,language,label_source,group_id
m2_0000155,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0000156,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000157,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000158,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000159,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000160,reviews_metadata_csv,Prix excessif par rapport aux biens similaires dans les quartiers voisins.,prix excessif par rapport aux biens similaires dans les quartiers voisins,11,73,negative,fr,metadata_label,grp_801e7e795c00
m2_0000161,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0000162,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000163,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000164,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000165,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000166,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000167,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0000168,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000169,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000170,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000171,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000172,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0000173,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000174,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0000175,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0000176,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000177,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000178,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000179,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0000180,reviews_metadata_csv,Excellent investment potential with stable market demand and strong resale value.,excellent investment potential with stable market demand and strong resale value,11,80,positive,en,metadata_label,grp_94de22fc40bd
m2_0000181,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0000182,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0000183,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000184,reviews_metadata_csv,Prix excessif par rapport aux biens similaires dans les quartiers voisins.,prix excessif par rapport aux biens similaires dans les quartiers voisins,11,73,negative,fr,metadata_label,grp_801e7e795c00
m2_0000185,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0000186,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000187,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000188,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000189,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000190,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0000191,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0000192,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0000193,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0000194,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0000195,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0000196,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0000197,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0000198,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0000199,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0000200,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0000201,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0000202,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0000203,reviews_metadata_csv,Incohérence des données du marché rendant l’évaluation complexe.,incohérence des données du marché rendant l évaluation complexe,9,63,negative,fr,metadata_label,grp_c93c72a0e4d9
m2_0000204,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000205,reviews_metadata_csv,"Zone résidentielle sécurisée proche des écoles, commerces et transports.",zone résidentielle sécurisée proche des écoles commerces et transports,9,70,positive,fr,metadata_label,grp_b60fddad5102
m2_0000206,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
